vote_id,contents,due_date,team_id,writer,match_info_id,vote_status,vote_reg_date
57@gmail.com,1234,lee57,1011111167,2020-08-27 0:00,2020-08-27 0:00,R,FW
58@gmail.com,1234,lee58,1011111168,2020-08-27 0:00,2020-08-27 0:00,R,DF
59@gmail.com,1234,lee59,1011111169,2020-08-27 0:00,2020-08-27 0:00,L,MF
60@gmail.com,1234,lee60,1011111170,2020-08-27 0:00,2020-08-27 0:00,R,MF
61@gmail.com,1234,lee61,1011111171,2020-08-27 0:00,2020-08-27 0:00,L,FW
62@gmail.com,1234,lee62,1011111172,2020-08-27 0:00,2020-08-27 0:00,R,DF
63@gmail.com,1234,lee63,1011111173,2020-08-27 0:00,2020-08-27 0:00,R,RB
64@gmail.com,1234,lee64,1011111174,2020-08-27 0:00,2020-08-27 0:00,L,SS
65@gmail.com,1234,lee65,1011111175,2020-08-27 0:00,2020-08-27 0:00,R,DF
66@gmail.com,1234,lee66,1011111176,2020-08-27 0:00,2020-08-27 0:00,L,FW
67@gmail.com,1234,lee67,1011111177,2020-08-27 0:00,2020-08-27 0:00,R,LB
68@gmail.com,1234,lee68,1011111178,2020-08-27 0:00,2020-08-27 0:00,R,BB
69@gmail.com,1234,lee69,1011111179,2020-08-27 0:00,2020-08-27 0:00,L,FW
70@gmail.com,1234,lee70,1011111180,2020-08-27 0:00,2020-08-27 0:00,R,DF
71@gmail.com,1234,lee71,1011111181,2020-08-27 0:00,2020-08-27 0:00,L,MF
72@gmail.com,1234,lee72,1011111182,2020-08-27 0:00,2020-08-27 0:00,R,MF
73@gmail.com,1234,lee73,1011111183,2020-08-27 0:00,2020-08-27 0:00,R,FW
74@gmail.com,1234,lee74,1011111184,2020-08-27 0:00,2020-08-27 0:00,L,DF
75@gmail.com,1234,lee75,1011111185,2020-08-27 0:00,2020-08-27 0:00,R,RB
76@gmail.com,1234,lee76,1011111186,2020-08-27 0:00,2020-08-27 0:00,L,SS
77@gmail.com,1234,lee77,1011111187,2020-08-27 0:00,2020-08-27 0:00,R,DF
78@gmail.com,1234,lee78,1011111188,2020-08-27 0:00,2020-08-27 0:00,R,FW
79@gmail.com,1234,lee79,1011111189,2020-08-27 0:00,2020-08-27 0:00,L,LB
80@gmail.com,1234,lee80,1011111190,2020-08-27 0:00,2020-08-27 0:00,R,BB
81@gmail.com,1234,lee81,1011111191,2020-08-27 0:00,2020-08-27 0:00,L,FW
82@gmail.com,1234,lee82,1011111192,2020-08-27 0:00,2020-08-27 0:00,R,DF
83@gmail.com,1234,lee83,1011111193,2020-08-27 0:00,2020-08-27 0:00,R,MF
84@gmail.com,1234,lee84,1011111194,2020-08-27 0:00,2020-08-27 0:00,L,MF
85@gmail.com,1234,lee85,1011111195,2020-08-27 0:00,2020-08-27 0:00,R,FW
86@gmail.com,1234,lee86,1011111196,2020-08-27 0:00,2020-08-27 0:00,L,DF
87@gmail.com,1234,lee87,1011111197,2020-08-27 0:00,2020-08-27 0:00,R,RB
88@gmail.com,1234,lee88,1011111198,2020-08-27 0:00,2020-08-27 0:00,R,SS
89@gmail.com,1234,lee89,1011111199,2020-08-27 0:00,2020-08-27 0:00,L,DF
90@gmail.com,1234,lee90,1011111200,2020-08-27 0:00,2020-08-27 0:00,R,FW
91@gmail.com,1234,lee91,1011111201,2020-08-27 0:00,2020-08-27 0:00,L,LB
92@gmail.com,1234,lee92,1011111202,2020-08-27 0:00,2020-08-27 0:00,R,BB
93@gmail.com,1234,lee93,1011111203,2020-08-27 0:00,2020-08-27 0:00,R,FW
94@gmail.com,1234,lee94,1011111204,2020-08-27 0:00,2020-08-27 0:00,L,DF
95@gmail.com,1234,lee95,1011111205,2020-08-27 0:00,2020-08-27 0:00,R,MF
96@gmail.com,1234,lee96,1011111206,2020-08-27 0:00,2020-08-27 0:00,L,MF
97@gmail.com,1234,lee97,1011111207,2020-08-27 0:00,2020-08-27 0:00,R,FW
98@gmail.com,1234,lee98,1011111208,2020-08-27 0:00,2020-08-27 0:00,R,DF
99@gmail.com,1234,lee99,1011111209,2020-08-27 0:00,2020-08-27 0:00,L,RB
100@gmail.com,1234,lee100,1011111210,2020-08-27 0:00,2020-08-27 0:00,R,SS
